   3.1432789e+00   1.0000000e-01   1.0500000e+05
   3.1786956e+00   4.2264973e-02   1.0500000e+05
   3.1786956e+00   1.0000000e-01   5.0151724e+04
   3.1786956e+00   1.0000000e-01   1.0500000e+05
   3.1786956e+00   1.0000000e-01   1.5984828e+05
   3.1786956e+00   1.5773503e-01   1.0500000e+05
   3.2290144e+00   2.2540333e-02   1.0500000e+05
   3.2290144e+00   4.2264973e-02   5.0151724e+04
   3.2290144e+00   4.2264973e-02   1.0500000e+05
   3.2290144e+00   4.2264973e-02   1.5984828e+05
   3.2290144e+00   1.0000000e-01   3.1413316e+04
   3.2290144e+00   1.0000000e-01   5.0151724e+04
   3.2290144e+00   1.0000000e-01   1.0500000e+05
   3.2290144e+00   1.0000000e-01   1.5984828e+05
   3.2290144e+00   1.0000000e-01   1.7858668e+05
   3.2290144e+00   1.5773503e-01   5.0151724e+04
   3.2290144e+00   1.5773503e-01   1.0500000e+05
   3.2290144e+00   1.5773503e-01   1.5984828e+05
   3.2290144e+00   1.7745967e-01   1.0500000e+05
   3.3038872e+00   1.3886369e-02   1.0500000e+05
   3.3038872e+00   2.2540333e-02   5.0151724e+04
   3.3038872e+00   2.2540333e-02   1.0500000e+05
   3.3038872e+00   2.2540333e-02   1.5984828e+05
   3.3038872e+00   4.2264973e-02   3.1413316e+04
   3.3038872e+00   4.2264973e-02   5.0151724e+04
   3.3038872e+00   4.2264973e-02   1.0500000e+05
   3.3038872e+00   4.2264973e-02   1.5984828e+05
   3.3038872e+00   4.2264973e-02   1.7858668e+05
   3.3038872e+00   6.6001896e-02   1.0500000e+05
   3.3038872e+00   1.0000000e-01   2.3192050e+04
   3.3038872e+00   1.0000000e-01   3.1413316e+04
   3.3038872e+00   1.0000000e-01   5.0151724e+04
   3.3038872e+00   1.0000000e-01   7.2701801e+04
   3.3038872e+00   1.0000000e-01   1.0500000e+05
   3.3038872e+00   1.0000000e-01   1.3729820e+05
   3.3038872e+00   1.0000000e-01   1.5984828e+05
   3.3038872e+00   1.0000000e-01   1.7858668e+05
   3.3038872e+00   1.0000000e-01   1.8680795e+05
   3.3038872e+00   1.3399810e-01   1.0500000e+05
   3.3038872e+00   1.5773503e-01   3.1413316e+04
   3.3038872e+00   1.5773503e-01   5.0151724e+04
   3.3038872e+00   1.5773503e-01   1.0500000e+05
   3.3038872e+00   1.5773503e-01   1.5984828e+05
   3.3038872e+00   1.5773503e-01   1.7858668e+05
   3.3038872e+00   1.7745967e-01   5.0151724e+04
   3.3038872e+00   1.7745967e-01   1.0500000e+05
   3.3038872e+00   1.7745967e-01   1.5984828e+05
   3.3038872e+00   1.8611363e-01   1.0500000e+05
   3.4221907e+00   9.3820154e-03   1.0500000e+05
   3.4221907e+00   1.3886369e-02   5.0151724e+04
   3.4221907e+00   1.3886369e-02   1.0500000e+05
   3.4221907e+00   1.3886369e-02   1.5984828e+05
   3.4221907e+00   2.2540333e-02   3.1413316e+04
   3.4221907e+00   2.2540333e-02   5.0151724e+04
   3.4221907e+00   2.2540333e-02   1.0500000e+05
   3.4221907e+00   2.2540333e-02   1.5984828e+05
   3.4221907e+00   2.2540333e-02   1.7858668e+05
   3.4221907e+00   4.2264973e-02   2.3192050e+04
   3.4221907e+00   4.2264973e-02   3.1413316e+04
   3.4221907e+00   4.2264973e-02   5.0151724e+04
   3.4221907e+00   4.2264973e-02   7.2701801e+04
   3.4221907e+00   4.2264973e-02   1.0500000e+05
   3.4221907e+00   4.2264973e-02   1.3729820e+05
   3.4221907e+00   4.2264973e-02   1.5984828e+05
   3.4221907e+00   4.2264973e-02   1.7858668e+05
   3.4221907e+00   4.2264973e-02   1.8680795e+05
   3.4221907e+00   4.6153069e-02   1.0500000e+05
   3.4221907e+00   6.6001896e-02   5.0151724e+04
